expr_val	ids_jan	ids_gte	ids_tcgan
6.54	23746,24656,24687,24727,24740,24976,25408,25519,26126,26623,26677,27744,27843,28235,28303,28655,28836,28986,29863,30122,30250,30274,30478,31005,31428,32133,32410,32759,34100,34171,34346,34600,34821,35007,35103,35285,35316,35478,35519,36122,36135,36404,36871,37075,37417,37543,37739,38194,38672		
6.55	24252,24417,24480,25186,25236,25889,25999,26352,26450,27146,27553,28339,29217,29474,30354,30771,31132,31280,31610,31633,31865,32780,32817,32823,33147,33206,33398,33410,33652,34301,34825,35184,35415,35872,35968		
6.5600000000000005	23926,24072,24384,25116,25213,25440,25577,25624,25721,26949,27331,27733,29697,29819,29847,29996,30312,30530,30540,31286,31470,31806,31836,31975,32023,32676,33112,33260,33669,34751,34791,35205,35464,35876,35983,36035,36869,36980,37749,38176,38485		
6.57	24029,24397,24408,24707,24975,25220,25274,25511,26584,26654,26668,26989,27155,27530,27636,27817,28420,28448,28638,28947,29078,29517,29876,30007,30302,30819,32226,32288,32495,32994,33388,33400,33652,34675,35086,35107,35423,36094,36584,38264,38399		
6.58	23737,24054,24320,24990,25800,25958,26025,26454,28440,28811,29371,29483,29693,29773,30173,31268,31523,31659,31816,31873,33190,33823,34053,34231,34290,34378,35079,35351,35852,35912,36141,36180,36660,36937,37455,37519,37554,38119		
6.59	23752,24035,24176,24267,24531,24556,24659,25501,25652,26187,26408,26657,26705,26914,27853,28117,29459,29690,30191,30527,31194,31198,31381,31899,32503,32803,32876,33365,36328,36874,38445		
6.6000000000000005	23950,24730,25193,26459,26528,27219,28461,28805,29100,29132,29210,29351,29387,30162,31340,31482,31601,31885,32285,32612,33286,35395,35496,35900,36161,36582,37405,37586,37642,38245		
6.61	24929,25036,25160,26095,26921,27285,27471,27514,27862,28089,28369,28518,28810,29041,29137,29281,29861,30124,30329,30817,30986,31002,31005,31007,31214,31449,31573,31662,31830,33012,34436,35018,35083,35229,36783,37007,37185,37298,37299,37370,37448,38005,38146		
6.62	24549,26747,27062,27087,27571,27666,28306,29001,29003,29674,29951,30141,30907,31393,31447,31552,33211,33450,33494,33714,33750,33815,34399,34656,35563,36187,36188,36233,36401,37006,37040,37565,37675,38074		
6.63	23740,24005,24279,24695,25041,25541,25839,25998,26695,26982,27103,27119,27456,27496,29183,29223,30093,30093,30333,30587,31207,31264,31647,31717,31832,33412,33829,34097,34514,34517,35231,35528,36093,36385,36595,37769,37882,38490		
6.640000000000001	23657,24498,24499,24906,25073,25143,26181,26537,26672,26675,27006,27507,27845,28272,28473,28756,29153,29814,30043,30183,30602,31018,31359,31823,31837,33042,33094,33937,34049,35373,35715,36648,37267,37752,37796,38506		
6.65	23634,23672,23813,24783,25104,25428,25820,25884,26208,27094,27480,27486,27548,28817,28829,29121,29364,29777,29897,30557,31089,31757,32075,32098,32386,32461,32511,33878,33920,34110,34504,35084,35123,35449,35469,36036,37087,37491		
6.66	24406,24693,24755,25331,25801,26441,27097,27308,27893,28701,29368,29390,30003,30561,30575,30789,31330,31397,31407,31840,31924,32111,32262,33300,34110,34308,34510,34537,34664,34860,35380,35582,35912,36627,36673,36954,36967,37053,37112,37328,38073,38197,38423,38468,38495,38553		
6.67	23673,24246,24683,24790,25247,25949,26141,26686,26958,27724,28596,29311,30306,31349,31695,31803,32126,32136,32696,32947,32988,33195,33421,33449,33559,33716,33940,34788,35042,35102,35162,35761,35899,36188,36393,37001,37784,38065		
6.68	23678,24231,24252,24296,24489,24675,24951,25195,25805,25838,26094,27543,27855,27924,28639,28764,29167,29225,30215,30920,31432,31537,32225,32714,33120,33713,33844,34178,34966,35222,35966,35988,36055,36506,36830,37292,37466,37558		
6.69	23751,24666,25322,26066,26565,26660,27216,27966,27978,28024,28437,28456,29571,29604,30394,30483,31162,31227,31369,32619,33209,34159,35028,35282,35492,35601,35870,36069,36596,36840,36915,37185,37698,38586		
6.7	23930,23949,24186,24385,24449,25311,26348,26511,27547,28303,28356,28394,29250,29368,30004,30031,30298,30402,30502,30558,30648,32417,32526,32979,33107,33110,34757,35353,35742		
6.71	24705,24797,24837,25001,25473,25646,25931,25961,26688,27005,27236,27513,27602,27866,28048,29174,29320,29475,29580,29620,29914,31401,32202,32525,32905,33036,33423,33727,33732,34224,35442,35711,35807,35853,36100,36321,36326,36494,36727,37392,37530,37553,37927		
6.72	25171,25530,25844,26251,26256,26310,26483,28104,28460,28525,28933,29079,29173,29346,29613,29635,31281,31306,31572,32272,32290,32317,32751,33362,34317,34421,34506,34630,34811,34935,36376,37464,37578,37991,38383		
6.73	24018,24362,24717,24869,24987,25249,25930,26099,26350,26486,26769,26977,27178,28501,29180,29303,29658,30716,31617,31744,31776,32437,32535,32894,33079,33093,33673,33901,34070,34076,34828,36282,37051,37291,37987,38283,38636		
6.74	23903,24410,24497,24553,24614,24767,25701,25811,26505,26607,27015,27696,28095,28767,29526,29672,29938,30047,30216,31009,31299,31373,32289,32515,32638,32744,32792,32879,33333,33530,33840,34040,34212,35061,35382,36022,36940,37390,37738,37994,38106		
6.75	23920,24220,24744,25209,25510,25893,26340,28008,28205,28321,28425,28458,28721,28800,29808,29858,30631,30836,31103,31435,31698,31822,31921,32082,32578,33371,33635,34038,34063,34137,34282,34818,34889,35014,35179,35369,35396,35488,35678,35854,35876,36032,36229,36371,36632,37477,37700,37798,38684		
6.76	23981,24013,24085,24238,24291,24443,24712,24837,25118,25569,26173,26501,28454,29619,30729,30857,31611,32393,32394,32643,34374,35746,36295,36486,36669,36908,37238,37804,37924		
6.7700000000000005	23768,24006,24386,24582,25279,25287,25635,26028,26911,28415,29520,30781,31410,31850,32035,32902,33377,33442,33595,34454,35212,35855,37151,38096,38230,38544,38610		
6.78	23685,23770,24218,24340,24350,24363,25136,25165,25276,25586,25716,26258,27369,27521,28386,28829,29179,30950,30966,31955,32514,32627,32730,33504,33605,34469,34680,35338,35687,35701,35897,36753,36813,37976,38157,38455,38654		
6.79	24042,24598,24699,24788,25351,25372,25436,25714,26656,27054,27290,27913,28356,28480,29096,29429,29990,30957,31262,31343,32235,32473,34261,34477,34877,34978,36796,36800,37034		
6.8	23725,24148,24503,24555,24829,25526,25557,25915,26803,29377,29860,29862,30683,30766,31621,31675,32299,32425,33436,34347,35333,35751,36373,36444,37006,38667		
6.8100000000000005	24778,25363,26449,27404,27987,28138,28444,29077,29825,30601,31556,31661,32237,33124,33222,33373,33457,33738,34335,34715,34909,34943,35617,35689,37650,37913,37936,38037,38142,38195		
6.82	24181,24283,24510,25451,25690,25694,26080,26284,28798,29057,29541,30344,30441,30550,30624,31710,32057,33113,33374,33639,33837,34622,34954,34973,36369,37099,37154,37303,37406,37544,37548,38168		
6.83	24684,26083,26131,27349,28381,28798,29800,29837,30050,30398,30870,32489,33110,33317,34521,34640,34723,35311,36076,36562,37096,37259,38563		
6.84	23650,24000,24521,24610,25176,26439,26489,26672,27271,27491,27776,30127,30148,30299,30954,31307,31670,32250,32985,34222,34489,34812,34992,35311,35410,35665,36075,36392		
6.8500000000000005	23875,24639,25004,25119,25262,26443,27073,27522,27622,27694,28240,28521,29226,29285,29369,29720,30095,30711,30722,30816,31063,32268,32545,32813,33417,34434,34463,35107,35896,36158,36965,36996,37126,37497,37894,38419		
6.86	23961,24657,24750,25037,25616,25943,26332,26609,26680,27516,28497,29280,30061,30179,31443,32949,33632,33788,33878,34633,34756,34871,35429,35815,35875,36816,37605,37799,38226,38232,38240		
6.87	24108,24331,24519,24912,25518,27012,27360,27454,27625,28133,28691,29370,29503,29556,29678,29955,29959,29969,30227,31308,32073,32375,32799,33607,34616,34939,35116,35325,35923,36983,37611,37840,38507		
6.88	24470,25263,25351,25717,27019,27077,27534,27872,28469,28853,29373,29609,29996,30258,30467,30900,31555,32040,32103,32615,32850,32874,33632,33923,34074,34619,37196,37853,38274		
6.890000000000001	23836,24005,26013,26148,26343,26420,26484,26601,26783,27047,27607,27657,27734,28572,28986,29240,30379,30754,30798,31244,31616,31644,31998,32074,32576,32641,33116,34417,34537,35903,37889,38231		
6.9	23950,24360,24413,24856,25304,25555,25662,26464,26756,26992,27068,28053,28142,28201,28584,28887,29376,29593,29875,30599,30961,31121,31481,31917,33381,34018,34378,36179,36270,36571,36704,36807,37576,38542,38637		
6.91	25228,25625,25656,25873,26405,26685,26737,26831,27090,27138,27442,28279,28608,29423,29443,30311,30892,30977,31078,31856,31960,32506,33570,33789,33920,34038,34205,34370,34801,34911,34919,35038,35850,37200,37428,37444,37574		
6.92	23862,23863,23933,24429,24681,24724,24899,25520,25809,25811,26120,27256,27799,28253,28285,28779,29327,30123,30885,31183,31201,31547,31784,31792,32533,32681,32782,33415,33724,33784,37523,37833,38080,38672		
6.93	23989,24623,25137,25529,25577,25918,26242,26276,26915,27417,27630,28133,28362,28566,30057,30834,30958,31037,31916,32404,32901,33476,33492,33627,33851,33917,33963,33971,34433,34782,36002,36569,36958,37756,37808		
6.94	23784,25536,25846,26713,26877,27303,27753,28430,29035,29278,29305,29608,29965,29989,30149,30287,30373,30910,31051,31626,31914,33111,33465,33505,33829,34059,34169,34181,34485,34897,35784,35836,35930,35978,36005,36261,36532,37396,38102,38165		
6.95	24429,25336,25965,26032,26107,26630,27763,27969,28282,28463,29165,29724,30064,30172,31699,33631,33675,33731,33749,33934,33966,34943,36136,36945,37303,37517,38063,38166		
6.96	24182,24420,24423,24895,25131,25750,26178,27132,27198,27518,28171,28194,28428,28956,29102,30516,30833,30841,30863,30981,33316,33577,34030,34193,34358,34738,35080,35451,35600,35934,36379,37019,37266,37657,37691,37880,38239		
6.97	24346,24697,24700,24952,25072,25723,25902,25974,26545,26548,26657,26855,27147,27256,27443,27689,27730,28351,28593,29065,29133,29804,30082,30225,30478,30520,30943,31175,31583,31599,31903,33304,34010,34949,35801,36112,36166,36546,36790,37160,37174,37418,37422,38089,38439,38689		
6.98	24004,24084,24660,25648,25689,28443,28571,28838,29087,29221,29244,29329,29354,29429,29943,30538,30580,31424,31506,31564,32313,32543,32604,32917,33008,33014,33947,34564,35001,35358,35399,35564,36573,37337,37357,37371,37393,38006		
6.99	23726,24335,26038,26057,26363,27332,27732,28088,29011,29348,29431,29858,30174,30220,30314,31028,31831,32057,32544,32584,32797,32978,33180,33185,34748,34774,35776,36271,36677,37962		
7.0	24335,24515,24530,24594,24675,24920,25509,25550,26127,26144,26585,26805,26862,27327,27690,28264,28337,28382,28819,29193,29234,29308,30635,30699,32853,32952,33419,33553,34707,35909,36127,36317,36387,36600,37210,37590		
7.01	24432,24809,24882,25886,26241,26622,26671,27167,27356,27402,27890,28012,28294,28366,30081,30935,32737,33175,33841,34135,34356,35792,36791,36967,37465,38233		
7.0200000000000005	25522,25983,26710,26828,26857,26859,27834,28442,28549,29462,30578,30732,31520,31883,32585,32898,33179,33235,33975,33998,34191,34239,34642,34760,34890,35007,35207,35817,35844,35913,36733,36752,37068,37484,37587,37639,37901		
7.03	24150,25396,26853,27955,28560,29746,29856,30448,31821,32547,32872,33498,33954,35618,36105,37221,37231,38169,38625,38626		
7.04	23800,23838,23868,23884,24046,24125,24712,24947,25079,25655,25896,26336,26503,26597,27392,27593,29477,29683,29784,30375,30616,32644,33611,33758,33827,34172,34435,34587,34713,34818,35024,35178,36027,36605,37704,38170,38551		
7.05	23991,24263,24645,25019,25476,25498,25778,25951,26054,26316,26529,27026,27057,27111,27200,27781,28165,28503,28771,29208,29674,30706,30887,32024,32133,32723,34686,34704,34948,35898,36037,37255,37358,37582,37621,37693,38152,38163,38363,38635		
7.0600000000000005	24372,24522,26214,26850,26920,27758,28464,29334,29464,29681,29758,30184,31055,31877,32801,32982,33456,33535,34422,34530,34719,35637,35739,36314,36495,37228,37853,37972,38518		
7.07	24723,25097,25147,25430,25538,25625,26071,26196,26426,27016,27037,27263,27297,27380,28889,29478,29497,29769,29916,30239,30715,32479,33081,33118,33263,33642,35902,36672,37136		
7.08	23919,24245,24318,24516,24566,26078,26384,26835,27101,27512,27993,28689,29159,30220,30614,30839,31817,32753,32764,33215,33303,33478,34089,34428,34904,35585,36400,36470,36761,37810,37970,38169,38430,38641		
7.09	24436,25008,25481,25887,26886,28086,28152,28186,29313,30108,30221,30533,32161,32468,33615,33745,34741,35030,35859,37246,38027,38417,38526		
7.1000000000000005	23969,24676,25515,25631,26081,26471,27482,27559,28072,28346,28429,29445,30581,30702,32238,32246,32385,32625,32710,33425,33592,33746,34862,35084,35977,36078,36416,37521		
7.11	24542,24655,25324,25546,26022,26790,26831,27123,27343,27357,27465,27526,27587,27707,27741,27779,28879,29371,29406,29691,29859,30890,31629,32070,32105,32145,32290,33561,33912,34654,34837,35955,36926,38026,38111		
7.12	23844,24464,24468,24478,25905,25952,26188,26595,26729,26939,27153,27372,27458,27603,27789,28286,28804,28977,29248,30706,31664,32243,32488,33382,33480,33613,33761,34132,34364,34369,34465,34507,34538,34908,34960,35877,36010,36296,36323,36335,37653,37857,37911,38575		
7.13	24077,24224,24382,25015,25601,25883,25993,26236,26595,27223,27272,27953,28282,29044,29099,29599,29809,30990,31832,32414,33021,34581,34688,34690,35620,35973,36885,37421		
7.140000000000001	23719,24747,26324,26397,26776,27947,28174,29020,29227,29324,29751,30037,30987,31329,32540,32607,34071,35997,36199,36318,36559,36757,37196,37228,37265,37330,37546,38189,38501		
7.15	24069,24995,26149,26814,27199,27257,27747,27821,28490,28498,28604,28948,29026,29037,30208,31024,31219,31461,32189,32583,32645,33046,34362,34395,34439,34814,35621,36198,37361,38489		
7.16	25145,25212,25312,25395,25823,26154,27440,28267,28316,28966,29378,29894,29962,31628,31653,32521,32789,32828,33885,33898,33945,33956,35965,36474,36524,37579,37912,37918,38298		
7.17	23665,25042,25250,25795,26052,26800,27192,27882,29080,29202,29245,29964,30497,30564,32302,32681,32765,33091,33168,33290,33332,34081,34823,34984,35541,35757,36415,36847,38422,38447,38515,38582		
7.18	23986,24091,26376,26437,27894,29536,29810,30142,30404,31602,32019,32448,34334,35236,35241,35619,36080,37003,37419,37539,37731		
7.19	25053,25187,25722,25783,26830,27230,27537,27979,29106,30529,30628,31719,32818,32885,33122,33330,33526,33733,34070,34667,35536,35732,35874,37499,37863,37928		
7.2	23771,24416,25672,26102,26690,27723,28217,29004,29826,29838,30172,30757,30932,31500,31616,31874,33211,33234,33426,33486,33906,34280,35417,35587,36174,37614,37944		
7.21	23694,23941,24455,25239,25787,25844,26704,26916,27973,28854,28940,28982,29115,29242,29375,29393,32593,32800,32863,32992,33905,34128,34333,34620,34710,34928,35460,36516,37135,37783,38213		
7.22	23893,23966,24035,25442,25781,26688,28400,28753,29092,29146,29555,29622,29629,29645,29708,29739,30046,30060,30121,30146,30705,30796,31153,31434,31501,32186,32434,32606,33137,33325,33880,33965,34764,35485,35840,36157,36381,36423,37841		
7.23	23938,24577,25347,25883,26088,26228,27954,28193,29587,29741,30802,31850,31858,31880,32085,32499,32632,32844,33058,34447,34483,35785,36386,37993,38097		
7.24	25170,26741,26749,26798,27357,28281,29189,29603,29715,29968,30607,30782,30983,31121,31218,31715,31898,32041,32188,32192,32648,32883,33051,33409,33932,35668,36141,36915,37454,38147		
7.25	26005,26243,27361,28674,29408,29479,29577,30792,31024,31625,33220,33655,34011,34322,34815,34892,34927,35406,37066,37171,37208,37416,37531,37619,38533		
7.26	23882,23956,23968,24034,24275,24388,24615,24743,24879,25323,25674,26035,26440,26619,27842,28118,28629,28748,30423,30855,31295,31720,32215,32540,32568,32700,33270,33363,33693,34560,34989,36115,36867,37585,37721		
7.2700000000000005	24672,24824,25693,26550,26810,27141,27837,28686,28814,29153,29455,30481,30482,31787,32990,33003,33038,33996,34558,35794,35818,36758,37481,37743,37765,38101,38597		
7.28	26210,26324,26796,27642,27732,28724,30084,30455,31008,31550,31724,32197,32847,33322,33908,35827,36048,36176,37280,37325,37528,38407,38531		
7.29	24071,24124,25852,25996,26027,26374,27348,27680,27782,28988,29534,29898,30850,31426,32325,32776,33472,34007,34025,35073,35198,35849,36586,36852,37511,37650,37787,37849,37880		
7.3	24180,24373,24706,24948,25070,25236,26139,26178,26287,26309,26358,28904,30115,30205,30646,30755,31591,31951,32858,32928,33968,34016,34027,34068,34892,34993,35918,36400,36727,37441,37632,37682,37970,38448,38456,38633		
7.3100000000000005	23946,24225,24371,25282,25532,26062,27067,30019,30131,30369,30415,31503,31791,32079,33068,33117,33546,34561,36077,37288,37427,37761,38598		
7.32	23754,23898,24244,25272,25529,25986,27140,27629,27685,27788,27871,28776,28846,29501,29738,30180,30305,30864,30914,31054,31729,32255,32487,32895,32923,33158,33658,33688,34350,35546,36129,36344,36499,36882,37792,38334,38361		
7.33	24737,24945,24972,25688,26773,27036,27063,28214,28439,30838,30846,32100,32520,33343,33377,34033,34225,34351,35474,35487,35688,35922,36149,37592,37616,38158		
7.34	24442,24530,24704,25961,26061,26077,26470,26768,26829,27229,27820,27927,28231,28827,29096,30032,30406,30570,31164,31536,31813,33033,33799,33981,34100,34320,34384,34480,34871,35486,36754,37479,37593,38000,38112,38570		
7.3500000000000005	23668,23877,24290,24478,24646,24655,24990,25726,25985,28352,28735,28761,31036,31372,31375,31859,32156,32534,33732,34042,34069,34466,35370,36732,36978,37975		
7.36	25380,26037,26255,26402,26673,27496,27535,27880,30080,30461,30660,31006,31517,33036,34010,34236,34528,34531,34604,35362,35550,35605,35653,35838,36082,36552,37223,37307,38467,38522		
7.37	24120,24210,24381,24521,25341,25609,25926,27116,27145,29117,29312,29621,29711,29744,30178,31550,32908,33530,33806,33889,34701,35277,35775,36300,36377,36717,36934,37161,38324		
7.38	23924,24189,24216,24338,24710,24797,25018,25323,25760,26101,26323,27142,27539,27572,29891,30177,30237,30543,30908,31003,31897,32182,32600,33843,33893,34238,34619,34775,34915,35636,36306,36528,36884,37395		
